CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,Grouped_Housing_Type,OCCUPATION_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,label
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,180000,-11993,-4826,0,1,0,2,33,13,1
F,State servant,Higher education,Married,House / apartment,Managers,0,1,1,324000,-13482,-4795,0,0,0,3,37,13,1
F,Working,Higher education,Married,House / apartment,Core staff,1,1,0,225000,-12322,-3717,0,0,0,2,34,10,1
M,State servant,Secondary / secondary special,Single / not married,Other,Core staff,0,0,0,270000,-9649,-1996,0,0,1,1,26,5.5,1
F,Working,Higher education,Separated,House / apartment,Accountants,1,1,0,540000,-13151,-3725,0,0,0,1,36,10,1
F,State servant,Higher education,Widow,House / apartment,High skill tech staff,0,1,0,81000,-19439,-6712,0,0,0,1,53,18.5,1
F,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,0,1,0,157500,-12009,-1912,0,1,0,1,33,5,1
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,1,1,180000,-12323,-2898,0,0,0,2,34,8,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,135000,-11757,-778,0,0,0,2,32,2,1
F,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0,1,2,157500,-13716,-1325,0,0,0,3,38,3.5,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,0,0,67500,-20037,-4929,0,1,0,1,55,13.5,1
F,Student,Higher education,Married,House / apartment,Core staff,0,1,0,171000,-18756,-3904,0,0,1,2,51,10.5,1
M,Working,Higher education,Married,House / apartment,High skill tech staff,0,1,1,135000,-9403,-1999,1,1,0,3,26,5.5,0
M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,0,1,0,90000,-16459,-704,1,0,0,2,45,2,1
F,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,0,0,67500,-18029,-3902,1,0,0,2,49,10.5,1
M,Commercial associate,Higher education,Single / not married,Other,Sales staff,1,1,0,225000,-10681,-2152,0,1,0,1,29,6,1
M,Commercial associate,Incomplete higher,Single / not married,House / apartment,Laborers,1,0,0,166500,-10568,-2026,1,0,0,1,29,5.5,1
F,State servant,Incomplete higher,Civil marriage,House / apartment,Core staff,0,1,0,157500,-10338,-795,0,0,0,2,28,2,1
F,Working,Secondary / secondary special,Married,House / apartment,Private service staff,1,1,0,180000,-13139,-1412,0,0,0,2,36,4,1
M,Working,Secondary / secondary special,Widow,Other,Security staff,0,0,0,225000,-19406,-346,0,0,0,1,53,1,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,135000,-12616,-777,0,0,0,2,35,2,1
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,0,1,1,180000,-19990,-10490,0,0,0,3,55,28.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,157500,-12272,-2212,1,0,0,3,34,6,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,1,67500,-11306,-2053,0,0,0,3,31,5.5,1
F,Commercial associate,Higher education,Married,House / apartment,Private service staff,1,1,2,225000,-14100,-3623,0,0,0,4,39,10,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,1,0,270000,-9122,-1751,0,0,0,1,25,5,1
F,Working,Secondary / secondary special,Married,House / apartment,Drivers,0,1,1,157500,-18150,-1812,0,0,0,3,50,5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,90000,-17969,-3573,0,0,0,2,49,10,1
M,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0,0,0,202500,-14364,-6352,0,0,0,1,39,17.5,1
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,108000,-8111,-1361,0,0,0,2,22,3.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,135000,-15438,-3377,0,0,0,2,42,9.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,135000,-15875,-2758,1,1,0,2,43,7.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,0,0,67500,-12312,-1404,1,1,0,2,34,4,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,135000,-15875,-2758,1,1,0,2,43,7.5,0
F,Working,Secondary / secondary special,Single / not married,Other,Cleaning staff,0,0,1,63000,-16817,-4618,0,0,0,2,46,12.5,1
M,Working,Higher education,Married,House / apartment,Core staff,0,0,1,225000,-13747,-6273,0,0,0,3,38,17,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,2,180000,-12161,-4280,0,0,0,4,33,11.5,1
M,Working,Incomplete higher,Married,House / apartment,Core staff,0,1,0,247500,-9159,-413,0,0,0,2,25,1,1
M,Commercial associate,Secondary / secondary special,Civil marriage,Other,Security staff,0,0,0,157500,-14697,-2470,1,0,0,2,40,7,0
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,0,0,135000,-10573,-1185,1,1,0,2,29,3,1
F,State servant,Higher education,Married,House / apartment,Core staff,1,1,0,81000,-11256,-2691,0,0,0,2,31,7.5,1
M,Working,Higher education,Married,House / apartment,Laborers,1,0,2,171000,-9979,-957,0,0,0,4,27,2.5,0
F,State servant,Higher education,Married,House / apartment,Secretaries,0,1,0,112500,-16907,-429,0,0,0,2,46,1,1
F,Commercial associate,Higher education,Married,Other,Accountants,0,0,0,162000,-9106,-532,0,0,1,2,25,1.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,1,157500,-13867,-3095,0,0,0,3,38,8.5,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,1,0,270000,-13805,-1557,0,0,0,1,38,4.5,1
F,Working,Incomplete higher,Single / not married,House / apartment,Core staff,1,1,1,315000,-11725,-2044,0,0,0,2,32,5.5,1
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,0,2,144000,-12277,-982,1,1,0,4,34,2.5,1
F,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,0,202500,-16834,-1692,0,0,0,1,46,4.5,1
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,0,0,0,189000,-16395,-523,0,0,0,2,45,1.5,1
M,Commercial associate,Secondary / secondary special,Single / not married,Other,Laborers,1,1,0,157500,-9862,-2135,1,0,0,1,27,6,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,0,1,0,157500,-17538,-7676,0,1,0,1,48,21,1
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,180000,-11993,-4826,0,1,0,2,33,13,1
F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0,0,1,112500,-13436,-2452,0,0,0,2,37,6.5,1
M,Working,Secondary / secondary special,Separated,House / apartment,Security staff,0,1,0,216000,-14395,-596,1,1,0,1,39,1.5,1
M,State servant,Incomplete higher,Married,Other,Drivers,0,0,1,202500,-12096,-575,0,0,0,3,33,1.5,1
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,0,1,675000,-10885,-1039,1,0,0,3,30,3,0
M,Working,Incomplete higher,Married,Other,Drivers,1,1,0,495000,-8917,-1101,0,0,1,2,24,3,1
M,Commercial associate,Incomplete higher,Married,House / apartment,Managers,0,0,0,450000,-14465,-4145,1,1,0,2,40,11.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,90000,-16115,-985,0,0,0,2,44,2.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,2,121500,-14495,-1436,0,0,0,4,40,4,1
F,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0,1,0,144000,-16311,-7504,0,0,0,2,45,20.5,0
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,2,121500,-14656,-588,0,0,0,4,40,1.5,0
M,Working,Higher education,Married,House / apartment,Managers,1,1,0,135000,-11746,-401,1,1,0,2,32,1,1
F,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0,0,1,270000,-15445,-2750,0,0,0,3,42,7.5,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,0,103500,-19831,-780,0,0,0,1,54,2,1
M,Working,Incomplete higher,Married,House / apartment,Laborers,0,1,0,225000,-11616,-3344,1,1,0,2,32,9,1
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,0,108000,-12098,-2226,1,0,0,2,33,6,1
M,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0,0,0,225000,-9060,-189,1,1,0,2,25,0.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,81000,-13894,-980,0,0,0,3,38,2.5,1
M,State servant,Secondary / secondary special,Separated,Other,Core staff,0,1,0,85500,-16542,-8737,1,1,0,1,45,24,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,360000,-18580,-1800,0,0,0,2,51,5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,0,0,211500,-16799,-2116,0,0,0,2,46,6,1
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0,1,0,180000,-14749,-884,1,1,0,2,40,2.5,1
F,Working,Secondary / secondary special,Married,Other,Laborers,0,1,0,90000,-17708,-5555,0,0,0,2,49,15,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,180000,-16798,-1317,0,0,0,3,46,3.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,180000,-13643,-4663,0,1,0,2,37,13,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,157500,-19170,-4965,0,0,0,2,53,13.5,1
M,Working,Lower secondary,Single / not married,House / apartment,Laborers,1,1,0,180000,-11988,-2495,0,0,0,1,33,7,0
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,1,119250,-15931,-4404,1,1,0,3,44,12,1
F,Commercial associate,Higher education,Married,House / apartment,Accountants,1,1,0,157500,-14639,-679,0,0,0,2,40,2,1
M,Working,Secondary / secondary special,Separated,Other,Laborers,1,0,1,112500,-11998,-1135,1,0,0,2,33,3,1
F,Commercial associate,Higher education,Married,House / apartment,Laborers,1,1,1,126000,-12566,-132,0,0,0,3,34,0.5,0
M,Working,Higher education,Married,House / apartment,Laborers,1,1,0,180000,-11993,-4826,0,1,0,2,33,13,1
F,Working,Secondary / secondary special,Civil marriage,Other,Sales staff,0,0,0,270000,-9184,-840,1,1,0,2,25,2.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,81000,-17163,-3258,1,1,0,2,47,9,1
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,0,1,135000,-11101,-96,1,0,0,3,30,0.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,270000,-11706,-1164,1,0,1,2,32,3,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,1,0,180000,-19307,-603,1,1,0,1,53,1.5,1
F,Commercial associate,Secondary / secondary special,Separated,House / apartment,Cooking staff,1,1,2,103500,-13414,-1700,1,0,0,3,37,4.5,1
F,State servant,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,0,1,1,157500,-12676,-1350,0,0,0,2,35,3.5,1
F,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,0,0,225000,-13941,-2988,0,1,0,1,38,8,1
F,Working,Secondary / secondary special,Married,House / apartment,Private service staff,1,1,0,135000,-14196,-5247,0,0,0,2,39,14.5,1
F,Working,Higher education,Married,House / apartment,Core staff,0,0,0,157500,-14098,-2257,0,0,0,2,39,6,1
F,Working,Higher education,Single / not married,House / apartment,Accountants,0,1,0,225000,-18934,-1539,0,0,1,1,52,4,1
F,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,1,0,0,202500,-19598,-11940,0,1,0,2,54,32.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,0,87750,-19855,-893,0,0,0,2,54,2.5,1
F,Working,Incomplete higher,Married,Other,Core staff,0,0,2,139500,-13166,-2988,1,1,0,4,36,8,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,1,0,135000,-17334,-2504,0,0,0,1,47,7,1
F,Working,Higher education,Married,House / apartment,Core staff,0,1,0,67500,-14240,-1586,0,0,0,2,39,4.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0,0,0,157500,-18447,-4632,1,1,0,2,51,12.5,1
F,State servant,Higher education,Married,House / apartment,Medicine staff,1,1,2,225000,-14731,-4617,0,0,0,4,40,12.5,1
M,Working,Lower secondary,Married,House / apartment,Laborers,0,0,2,202500,-13593,-2546,1,0,0,4,37,7,1
M,Working,Higher education,Single / not married,House / apartment,Drivers,1,0,0,292500,-10460,-231,0,0,0,1,29,0.5,1
M,Commercial associate,Higher education,Married,House / apartment,Managers,1,1,0,337500,-18596,-7566,0,0,0,2,51,20.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,171000,-15629,-356,0,0,0,2,43,1,1
F,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,0,1,0,62653.5,-19658,-320,1,1,0,1,54,1,1
F,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0,0,2,225000,-12079,-1984,0,0,0,4,33,5.5,1
M,Working,Higher education,Married,House / apartment,Drivers,1,1,2,225000,-13456,-992,0,0,0,4,37,2.5,1
M,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,0,0,391500,-21897,-3810,1,1,1,1,60,10.5,1
M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1,1,0,225000,-17706,-3043,0,1,0,2,49,8.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,360000,-15552,-5587,1,1,0,2,43,15.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,0,0,126000,-16708,-5760,1,0,0,2,46,16,0
F,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0,1,1,135000,-13589,-1649,0,0,0,3,37,4.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,1,2,157500,-15185,-3229,1,1,0,4,42,9,1
F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0,1,0,112500,-12849,-6273,1,0,0,1,35,17,1
F,Commercial associate,Secondary / secondary special,Married,Other,Core staff,0,0,3,135000,-13687,-1017,1,0,0,5,37,3,1
M,Working,Secondary / secondary special,Married,Other,Laborers,0,0,0,270000,-11768,-622,1,1,0,2,32,1.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,1,2,254700,-17254,-9131,0,1,0,4,47,25,1
M,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,0,0,0,180000,-19365,-243,0,0,1,2,53,0.5,1
F,State servant,Higher education,Married,House / apartment,Medicine staff,0,0,0,306000,-12677,-5587,0,0,0,2,35,15.5,0
F,State servant,Higher education,Married,House / apartment,High skill tech staff,0,1,1,180000,-10969,-3485,0,0,1,3,30,9.5,1
F,Working,Higher education,Married,Other,Sales staff,1,0,0,216000,-11974,-282,0,1,0,2,33,1,1
M,State servant,Higher education,Married,House / apartment,High skill tech staff,1,0,1,252000,-12483,-1650,1,1,0,3,34,4.5,1
F,Working,Higher education,Civil marriage,House / apartment,Sales staff,1,0,1,135000,-12827,-623,0,0,0,3,35,1.5,1
F,Working,Higher education,Civil marriage,House / apartment,Core staff,0,0,0,202500,-15309,-5179,1,1,0,2,42,14,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,1,1,0,180000,-18667,-2150,1,0,0,2,51,6,0
F,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0,1,2,144000,-11147,-262,0,0,0,4,31,0.5,1
F,State servant,Higher education,Married,House / apartment,Core staff,1,0,0,427500,-17677,-5119,0,0,0,2,48,14,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,135000,-17365,-2128,0,0,0,2,48,6,1
M,Commercial associate,Higher education,Married,House / apartment,Security staff,0,1,0,112500,-20103,-555,0,0,0,2,55,1.5,0
F,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,0,1,0,112500,-19682,-2104,1,0,0,1,54,6,1
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,1,0,0,144000,-17383,-890,1,1,0,2,48,2.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,135000,-20301,-3092,1,1,0,2,56,8.5,1
F,State servant,Higher education,Widow,House / apartment,Core staff,1,1,0,720000,-15031,-5422,1,1,0,1,41,15,1
F,Working,Higher education,Married,House / apartment,Sales staff,0,0,0,135000,-9887,-2474,0,1,0,2,27,7,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,220500,-22647,-3847,0,1,0,2,62,10.5,1
F,Working,Higher education,Married,House / apartment,Accountants,1,1,0,247500,-11961,-2224,1,0,0,2,33,6,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,1,2,450000,-13383,-489,0,1,0,4,37,1.5,1
M,Working,Higher education,Married,House / apartment,Accountants,1,1,1,112500,-11809,-536,0,0,1,3,32,1.5,1
M,Commercial associate,Higher education,Married,House / apartment,Managers,1,1,2,360000,-14894,-1954,0,0,1,4,41,5.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,1,0,0,306000,-16011,-1649,0,0,0,2,44,4.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,0,157500,-17344,-553,0,0,1,2,48,1.5,0
M,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,0,0,180000,-18158,-1143,0,0,0,1,50,3,1
M,Working,Incomplete higher,Separated,House / apartment,Managers,1,0,0,247500,-10370,-1550,1,1,0,1,28,4,1
F,Commercial associate,Higher education,Married,House / apartment,Accountants,1,1,0,270000,-17833,-620,0,1,0,2,49,1.5,0
F,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,1,265500,-12022,-4081,0,0,0,3,33,11,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,225000,-13788,-640,1,0,0,3,38,2,1
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,0,0,1,135000,-11101,-96,1,0,0,3,30,0.5,1
